st_text,ts,sub,frm,email,tag,mid,link
First opening,17-04-2026 18:33:41,Honest question about BTO Solicitors LLP's website,geri@smartflowdev.com,mma@bto.co.uk,NA,<202604171632.80543626126@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:33:41,Honest question about BTO Solicitors LLP's website,geri@smartflowdev.com,mma@bto.co.uk,NA,<202604171632.80543626126@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 18:33:39,Noticed something about First's site,geri@smartflowdev.com,taxchamber@scotcourtstribunals.gov.uk,NA,<202604171633.58009359150@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 18:33:39,Noticed something about First's site,geri@smartflowdev.com,taxchamber@scotcourtstribunals.gov.uk,NA,<202604171633.58009359150@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Delivered,17-04-2026 18:33:38,Honest question about The Upper Tribunal's website,geri@smartflowdev.com,adminappeals@justice.gov.uk,NA,<202604171633.10750035135@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:33:37,Honest question about The Upper Tribunal's website,geri@smartflowdev.com,adminappeals@justice.gov.uk,NA,<202604171633.10750035135@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 18:33:31,RD Legal — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@rd-legal.com,NA,<202604171633.96523869154@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 18:33:30,Pensions Appeal Tribunals for — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,pat_info_mailbox@scotcourtstribunals.gov.uk,NA,<202604171633.43976357094@smtp-relay.mailin.fr>,https://smartflowdev.com
Clicked,17-04-2026 18:33:30,Pensions Appeal Tribunals for — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,pat_info_mailbox@scotcourtstribunals.gov.uk,NA,<202604171633.43976357094@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Sent,17-04-2026 18:33:30,RD Legal — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@rd-legal.com,NA,<202604171633.96523869154@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:33:28,Noticed something about First's site,geri@smartflowdev.com,taxchamber@scotcourtstribunals.gov.uk,NA,<202604171633.58009359150@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:33:27,Honest question about Ennova Law's website,geri@smartflowdev.com,mail@ennova-law.com,NA,<202604171633.66094010533@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:33:25,Noticed something about First's site,geri@smartflowdev.com,taxchamber@scotcourtstribunals.gov.uk,NA,<202604171633.58009359150@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:33:24,Noticed something about First's site,geri@smartflowdev.com,taxchamber@scotcourtstribunals.gov.uk,NA,<202604171633.58009359150@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 18:33:20,Honest question about Lawford Kidd's website,geri@smartflowdev.com,enquiries@lawfordkidd.co.uk,NA,<202604171631.70178400435@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Clicked,17-04-2026 18:33:20,Honest question about Lawford Kidd's website,geri@smartflowdev.com,enquiries@lawfordkidd.co.uk,NA,<202604171631.70178400435@smtp-relay.mailin.fr>,https://smartflowdev.com
Delivered,17-04-2026 18:33:20,Honest question about Ennova Law's website,geri@smartflowdev.com,mail@ennova-law.com,NA,<202604171633.66094010533@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:33:18,Honest question about Ennova Law's website,geri@smartflowdev.com,mail@ennova-law.com,NA,<202604171633.66094010533@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:33:15,Pensions Appeal Tribunals for — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,pat_info_mailbox@scotcourtstribunals.gov.uk,NA,<202604171633.43976357094@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:33:12,Pensions Appeal Tribunals for — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,pat_info_mailbox@scotcourtstribunals.gov.uk,NA,<202604171633.43976357094@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:33:11,Noticed something about McDowell Law Firm LLC's site,geri@smartflowdev.com,josh@pikespeaklaw.com,NA,<202604171630.44441484532@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:33:10,Pensions Appeal Tribunals for — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,pat_info_mailbox@scotcourtstribunals.gov.uk,NA,<202604171633.43976357094@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:33:05,Noticed something about Gibson Kerr's site,geri@smartflowdev.com,edinburgh@gibsonkerr.co.uk,NA,<202604171633.77370700109@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:33:04,Noticed something about Gibson Kerr's site,geri@smartflowdev.com,edinburgh@gibsonkerr.co.uk,NA,<202604171633.77370700109@smtp-relay.mailin.fr>,NA
Clicked,17-04-2026 18:32:59,Honest question about Fergusson Law's website,geri@smartflowdev.com,law@fergussonlaw.com,NA,<202604171632.95405709724@smtp-relay.mailin.fr>,https://smartflowdev.com/lawyer
Delivered,17-04-2026 18:32:59,Honest question about Johnson Legal Solicitors's website,geri@smartflowdev.com,beverley@johnsonlegal.co.uk,NA,<202604171632.74257009821@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:58,Honest question about Johnson Legal Solicitors's website,geri@smartflowdev.com,beverley@johnsonlegal.co.uk,NA,<202604171632.74257009821@smtp-relay.mailin.fr>,NA
Loaded by proxy,17-04-2026 18:32:57,Honest question about 7 Harrington Street Chambers's website,geri@smartflowdev.com,clerks@7hs.co.uk,NA,<202604171629.17119432610@smtp-relay.mailin.fr>,NA
Deferred,17-04-2026 18:32:52,Thorntons Law LLP — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,edinburgh@thorntons-law.co.uk,NA,<202604171632.97208137610@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:51,Thorntons Law LLP — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,edinburgh@thorntons-law.co.uk,NA,<202604171632.97208137610@smtp-relay.mailin.fr>,NA
Opened,17-04-2026 18:32:46,Noticed something about Blew & Associates's site,geri@smartflowdev.com,support@blewinc.com,NA,<202604171630.40623691134@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:46,Noticed something about Glenmorison's site,geri@smartflowdev.com,ronlaw@glenmorison.com,NA,<202604171632.27415973602@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:44,Noticed something about Glenmorison's site,geri@smartflowdev.com,ronlaw@glenmorison.com,NA,<202604171632.27415973602@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:32:41,Honest question about Lawford Kidd's website,geri@smartflowdev.com,enquiries@lawfordkidd.co.uk,NA,<202604171631.70178400435@smtp-relay.mailin.fr>,NA
Deferred,17-04-2026 18:32:39,Honest question about BTO Solicitors LLP's website,geri@smartflowdev.com,mma@bto.co.uk,NA,<202604171632.80543626126@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:38,Honest question about BTO Solicitors LLP's website,geri@smartflowdev.com,mma@bto.co.uk,NA,<202604171632.80543626126@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:32:36,Denholm Associates — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,andyb@denholmassociates.com,NA,<202604171632.64921657714@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:33,Denholm Associates — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,andyb@denholmassociates.com,NA,<202604171632.64921657714@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:31,Denholm Associates — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,andyb@denholmassociates.com,NA,<202604171632.64921657714@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:25,Noticed something about Watermans Solicitors's site,geri@smartflowdev.com,info@watermans.co.uk,NA,<202604171632.65302793943@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:25,Noticed something about Watermans Solicitors's site,geri@smartflowdev.com,info@watermans.co.uk,NA,<202604171632.65302793943@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:20,Honest question about Fergusson Law's website,geri@smartflowdev.com,law@fergussonlaw.com,NA,<202604171632.95405709724@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:18,Honest question about Fergusson Law's website,geri@smartflowdev.com,law@fergussonlaw.com,NA,<202604171632.95405709724@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:13,Connor Malcolm — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,property@connormalcolm.com,NA,<202604171632.72979224288@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:11,Connor Malcolm — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,property@connormalcolm.com,NA,<202604171632.72979224288@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:06,Noticed something about CSG's site,geri@smartflowdev.com,admin@csglegal.co.uk,NA,<202604171632.55178982659@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:32:05,Noticed something about CSG's site,geri@smartflowdev.com,admin@csglegal.co.uk,NA,<202604171632.55178982659@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:32:00,Honest question about Lawford Kidd's website,geri@smartflowdev.com,enquiries@lawfordkidd.co.uk,NA,<202604171631.70178400435@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:58,Honest question about Lawford Kidd's website,geri@smartflowdev.com,enquiries@lawfordkidd.co.uk,NA,<202604171631.70178400435@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:53,Good & Stewart defence — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,goodandstewart@gmail.com,NA,<202604171631.11638599068@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:52,Good & Stewart defence — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,goodandstewart@gmail.com,NA,<202604171631.11638599068@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:47,Noticed something about Green & Green LLP's site,geri@smartflowdev.com,freddrellgreen@gmail.com,NA,<202604171631.67064771795@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:45,Noticed something about Green & Green LLP's site,geri@smartflowdev.com,freddrellgreen@gmail.com,NA,<202604171631.67064771795@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:41,Honest question about Ken Dious and Associates's website,geri@smartflowdev.com,kendiouslaw@bellsouth.net,NA,<202604171631.68550383721@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:38,Honest question about Ken Dious and Associates's website,geri@smartflowdev.com,kendiouslaw@bellsouth.net,NA,<202604171631.68550383721@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:33,Blasingame Burch Garrard & — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,martinsvaquez925@gmail.com,NA,<202604171631.55262263711@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:32,Blasingame Burch Garrard & — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,martinsvaquez925@gmail.com,NA,<202604171631.55262263711@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:29,Noticed something about Westmoreland Patterson Moseley &'s site,geri@smartflowdev.com,info@wpmhlegal.com,NA,<202604171631.68840920706@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:25,Noticed something about Westmoreland Patterson Moseley &'s site,geri@smartflowdev.com,info@wpmhlegal.com,NA,<202604171631.68840920706@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 18:31:23,Honest question about The Martinez Law Firm's website,geri@smartflowdev.com,dmartinez@themartinezlawfirm.com,NA,<202604171631.52908917287@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:18,Honest question about The Martinez Law Firm's website,geri@smartflowdev.com,dmartinez@themartinezlawfirm.com,NA,<202604171631.52908917287@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:13,The Sharma Law Firm — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,aman@amansharmalaw.com,NA,<202604171631.92452866556@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:12,The Sharma Law Firm — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,aman@amansharmalaw.com,NA,<202604171631.92452866556@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:10,Noticed something about The Diaz Law Firm's site,geri@smartflowdev.com,jose@thediazlawfirm.com,NA,<202604171631.60941998851@smtp-relay.mailin.fr>,NA
Opened,17-04-2026 18:31:07,Noticed something about Blew & Associates's site,geri@smartflowdev.com,support@blewinc.com,NA,<202604171630.40623691134@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:31:06,Noticed something about The Diaz Law Firm's site,geri@smartflowdev.com,jose@thediazlawfirm.com,NA,<202604171631.60941998851@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:31:03,Honest question about Law Office of Christopher's website,geri@smartflowdev.com,ckoyste@koyste.com,NA,<202604171630.26614015156@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:59,Honest question about Law Office of Christopher's website,geri@smartflowdev.com,ckoyste@koyste.com,NA,<202604171630.26614015156@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:53,Law Office of Lauryn — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@ltullylaw.com,NA,<202604171630.86631638925@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:30:52,Noticed something about Huw James's site,geri@smartflowdev.com,info@hughjames.com,NA,<202604171629.87811952400@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:52,Law Office of Lauryn — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@ltullylaw.com,NA,<202604171630.86631638925@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:30:49,Noticed something about Blew & Associates's site,geri@smartflowdev.com,support@blewinc.com,NA,<202604171630.40623691134@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:49,Noticed something about McDowell Law Firm LLC's site,geri@smartflowdev.com,josh@pikespeaklaw.com,NA,<202604171630.44441484532@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:48,Noticed something about Huw James's site,geri@smartflowdev.com,info@hughjames.com,NA,<202604171629.87811952400@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:47,Noticed something about McDowell Law Firm LLC's site,geri@smartflowdev.com,josh@pikespeaklaw.com,NA,<202604171630.44441484532@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:43,Honest question about Trowers & Hamlins's website,geri@smartflowdev.com,enquiries@trowers.com,NA,<202604171629.14047262126@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 18:30:40,Honest question about Marrison Family Law's website,geri@smartflowdev.com,inquiries@rockymountainlegalgroup.com,NA,<202604171630.75107239074@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:30:39,Beacon Law — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@beaconlaw.co.uk,NA,<202604171629.96268445471@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:39,Honest question about Marrison Family Law's website,geri@smartflowdev.com,inquiries@rockymountainlegalgroup.com,NA,<202604171630.75107239074@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:35,Beacon Law — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@beaconlaw.co.uk,NA,<202604171629.96268445471@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 18:30:33,Right Law Group — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@rightlawgroup.com,NA,<202604171630.81316147270@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:32,Right Law Group — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,info@rightlawgroup.com,NA,<202604171630.81316147270@smtp-relay.mailin.fr>,NA
Hard bounce,17-04-2026 18:30:27,Honest question about Anaheim Personal Injury Lawyers's website,geri@smartflowdev.com,myattorney@ibrahimfirm.com,NA,<202604171630.74442631009@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:26,Noticed something about Scottsdale Process Server's site,geri@smartflowdev.com,info@asapserve.com,NA,<202604171630.50533062863@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:25,Noticed something about Scottsdale Process Server's site,geri@smartflowdev.com,info@asapserve.com,NA,<202604171630.50533062863@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:19,Honest question about Anaheim Personal Injury Lawyers's website,geri@smartflowdev.com,myattorney@ibrahimfirm.com,NA,<202604171630.74442631009@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:17,Amar Law Group PLLC — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,dave@lab6.com,NA,<202604171630.22835410066@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:13,Amar Law Group PLLC — what happens when a client visits your site at 11pm?,geri@smartflowdev.com,dave@lab6.com,NA,<202604171630.22835410066@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:08,Noticed something about Blew & Associates's site,geri@smartflowdev.com,support@blewinc.com,NA,<202604171630.40623691134@smtp-relay.mailin.fr>,NA
First opening,17-04-2026 18:30:07,Honest question about Bromleys Solicitors LLP's website,geri@smartflowdev.com,bromleys@bromleys.co.uk,NA,<202604171629.44899872196@smtp-relay.mailin.fr>,NA
Sent,17-04-2026 18:30:06,Noticed something about Blew & Associates's site,geri@smartflowdev.com,support@blewinc.com,NA,<202604171630.40623691134@smtp-relay.mailin.fr>,NA
Delivered,17-04-2026 18:30:03,Honest question about Bromleys Solicitors LLP's website,geri@smartflowdev.com,bromleys@bromleys.co.uk,NA,<202604171629.44899872196@smtp-relay.mailin.fr>,NA
